"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Uzbekistan","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6977800",""
"Uzbekistan","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6807000",""
"Uzbekistan","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6624500",""
"Uzbekistan","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6441900",""
"Uzbekistan","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6219100",""
"Uzbekistan","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6044900",""
"Uzbekistan","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5847007","2"
"Vanuatu","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","56835","2"
"Vanuatu","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","59714","2"
"Venezuela","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1399442","57"
"Venezuela","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1376649","57"
"Venezuela","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1355747","57"
"Venezuela","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1336029","57"
"Venezuela","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1315953","57"
"Venezuela","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1296130","57"
"Venezuela","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1276411","57"
"Venezuela","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1462774","57"
"Venezuela","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1485826","57"
"Venezuela","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1468285","57"
"Venezuela","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1657129","57"
"Venezuela","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1634166","57"
"Venezuela","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1609861","57"
"Venezuela","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1586321","57"
"Venezuela","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1562338","57"
"Venezuela","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1538654","57"
"Venezuela","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1515096","57"
"Venezuela","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1725271","57"
"Venezuela","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1725597","57"
"Venezuela","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1679147","57"
"Vietnam","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","29602345",""
"Vietnam","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","28644005",""
"Yemen","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6903000","4"
"Yemen","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5547351",""
"Yemen","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6556000","4"
"Yemen","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5616938",""
"Zambia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3237790",""
"Zambia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3058805","4"
"Zambia","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2314053","78"
"Zambia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3220939",""
"Zambia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2931551","4"
"Zambia","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2163761","78"
"Zanzibar","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","213472",""
"Zanzibar","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","201435",""
"Zimbabwe","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3955946",""
"Zimbabwe","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4222080","31"
"Zimbabwe","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3646004",""
"Zimbabwe","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3740614","31"

"fnSeqID","Footnote"
"1","Final figure, incomplete or questionable reliability. For urban/rural distribution data refer to the settled population based on the 1979 Population Census; an estimated 1.5 million nomads are not included."
"2","De jure population."
"3","De jure population. Including armed forces stationed in the area."
"4","Final figure, incomplete or questionable reliability."
"5","The methodology used for calculating the number of the de facto and de jure population in the 2001 census data differs as follows from the methodology used in previous censuses: the duration that defines a person as being ' temporary present '."
"6","De jure population. For resident population only."
"7","Census data have not been adjusted for underenumeration."
"8","De jure population. Data include persons in remote areas military personnel outside the country merchant seamen at sea civilian seasonal workers outside the country and other civilians outside the country and exclude nomads foreign military civilian aliens temporarily in the country transients on ships and Indian jungle population."
"9","De jure population. Data include persons in remote areas military personnel outside the country merchant seamen at sea civilian seasonal workers outside the country and other civilians outside the country jungle population."
"10","Provisional figure."
"11","De jure population. Final figure, incomplete or questionable reliability."
"12","Estimate from sample survey. Excluding foreign diplomatic personnel and their dependants."
"13","Excluding foreign diplomatic personnel and their dependants."
"14","Estimate from sample survey. For 1996 based on results of a sample survey."
"15","Final figure, incomplete or questionable reliability. Excluding foreign diplomatic personnel and their dependants."
"16","De jure population. Because of rounding totals are not in all cases the sum of the parts."
"17","De jure population. For statistical purposes the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR) Macao Special Administrative Region (Macao SAR) and Taiwan province of China."
"18","Census result excluding Mayotte."
"19","Final figure, incomplete or questionable reliability. Excluding nomadic Indian tribes."
"20","Excluding nomadic Indian tribes."
"21","The urban and rural population was not revised."
"22","A dispute exists between the governments of Argentina and the United Kingdom of Great Britain and Northern Ireland concerning sovereignty over the Falkland Islands (Malvinas)."
"23","Excluding dependencies of which South Georgia had an estimated population of 499 in 1964 (494 males 5 females)."
"24","De jure population. Population statistics are compiled from registers."
"25","De jure population. Excluding Overseas Departments namely French Guiana Guadeloupe Martinique and Reunion shown separately. De jure population but excluding diplomatic personnel outside the country and including members of alien armed forces not living in military camps and foreign diplomatic personnel not living in embassies or consulates."
"26","De jure population. All data shown pertaining to Germany prior to 3 October 1990 are indicated separately for the Federal Republic of Germany and the former German Democratic Republic based on their respective territories at the time indicated."
"27","Census data including armed forces stationed outside the country but excluding alien armed forces stationed in the area."
"28","Final figure, incomplete or questionable reliability. Including data for the Indian-held part of Jammu and Kashmir the final status of which has not yet been determined."
"29","Including data for the Indian-held part of Jammu and Kashmir the final status of which has not yet been determined."
"30","The figure includes an estimated population of 459 557 persons in urban and 1 857 659 persons in rural areas that were not directly enumerated and a population of 566 403 persons in urban and 1 717 578 persons in rural areas that decline the participation. Also included are 421 399 non permanent residents (the homeless the crew of ships carrying national flag boat/floating house people remote located tribesmen and refugees.)"
"31","Estimate from sample survey."
"32","For 1990 figures provided by Indonesia include East Timor."
"33","De jure population. Final figure, incomplete or questionable reliability. Data relate to the Iranian Year which begins on 21 March and ends on 20 March of the following year."
"34","For the 1997 population census data exclude population in three autonomous provinces in the north of the country."
"35","De jure population. Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967."
"36","Including data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967."
"37","Excluding diplomatic personnel outside the country and foreign military and civilian personnel and their dependants stationed in the area."
"38","Excluding data for Jordanian territory under occupation since June 1967 by Israeli military forces. Excluding foreigners including registered Palestinian refugees."
"39","Unrevised data."
"40","Urban/Rural: Places with 50 000 or more inhabitants are usually considered urban in Korea. However the census results are composed in the basis of the minor administrative divisions such as Dongs (mostly urban areas) and Eups or Myeons (rural areas) rather than urban or rural residences. In this report urban refers to Dongs and rural refers to Eups and Myeons."
"41","Excluding alien armed forces civilian aliens employed by armed forces foreign diplomatic personnel and their dependants and Korean diplomatic personnel and their dependants outside the country."
"42","Estimate from sample survey, de jure population."
"43","De jure population. Excluding Malaysian citizens and permanent residents who were away or intended to be away from the country for more than six months. Excluding Malaysian military."
"44","Census results have been adjusted for underenumeration estimated at 5.1 per cent."
"45","Final figure, incomplete or questionable reliability. Data for rural refer to 62 townships out of 158 townships."
"46","Estimate from sample survey. Data refer to household population based on population changes and fertility survey 1991."
"47","The number of males and / or females excludes persons whose sex is not stated (18 urban 19 rural)."
"48","De jure population. Census result based on compilation of continuous accounting and sample surveys."
"49","De jure population. Series not strictly comparable due to differences of definitions of ''urban''."
"50","For 1991 excluding diplomatic personnel and armed forces stationed outside country the latter numbering 1936 at 1966 census; also excluding alien armed forces within the country."
"51","De jure population. Including residents temporarily outside the country."
"52","Excluding data for the Pakistan-held part of Jammu and Kashmir the final status of which has not yet been determined."
"53","Final figure, incomplete or questionable reliability. Excluding data for the Pakistan-held part of Jammu and Kashmir the final status of which has not yet been determined."
"54","Comprising eastern part of New Guinea the Bismarck Archipelago Bougainville and Buka of Solomon Islands group and about 600 smaller islands."
"55","Census data exclude adjustment for underenumeration."
"56","Final figure, incomplete or questionable reliability. Excluding Indian jungle population."
"57","Excluding Indian jungle population."
"58","Final figure, incomplete or questionable reliability. Unrevised data."
